league,split,patch,t1_playerid,t1_result,t2_playerid,t1_ban1,t1_ban2,t1_ban3,t1_ban4,t1_ban5,t2_ban1,t2_ban2,t2_ban3,t2_ban4,t2_ban5,t1p1_champion,t1p2_champion,t1p3_champion,t1p4_champion,t1p5_champion,t2p1_champion,t2p2_champion,t2p3_champion,t2p4_champion,t2p5_champion
LCS.A,Spring,10.06,Team Liquid Academy,0,Cloud9 Academy,Tahm Kench,Senna,Syndra,Rek'Sai,Gragas,Aphelios,Kalista,Sett,Jarvan IV,Olaf,Thresh,Kai'Sa,Irelia,Sejuani,Sylas,Nautilus,Miss Fortune,Renekton,Elise,Ornn
LCS.A,Spring,10.06,Evil Geniuses Academy,1,Immortals Academy,Mordekaiser,Urgot,Aphelios,Jarvan IV,Varus,Senna,Sett,Ornn,Sejuani,Olaf,Thresh,Kai'Sa,Irelia,Morgana,Maokai,Pyke,Taliyah,Karma,Pantheon,Zac
LCS,Spring,10.06,Team SoloMid,0,100 Thieves,Kalista,Renekton,LeBlanc,Gragas,Zoe,Sett,Syndra,Senna,Zilean,Kindred,Tahm Kench,Varus,Azir,Jarvan IV,Aatrox,Nautilus,Aphelios,Viktor,Trundle,Ornn
LCS,Spring,10.06,Cloud9,1,Evil Geniuses,LeBlanc,Pantheon,Tahm Kench,Ekko,Ryze,Kalista,Senna,Syndra,Thresh,Braum,Shen,Aphelios,Ornn,Gragas,Quinn,Nautilus,Kai'Sa,Kayle,Lee Sin,Renekton
LCS,Spring,10.06,FlyQuest,1,Team Liquid,Ornn,Tahm Kench,LeBlanc,Gragas,Jarvan IV,Senna,Pantheon,Sett,Olaf,Elise,Rakan,Xayah,Syndra,Trundle,Aatrox,Taric,Kalista,Zoe,Rek'Sai,Renekton
LCS,Spring,10.06,Counter Logic Gaming,0,Golden Guardians,Sett,Ornn,Syndra,Yuumi,Karma,Senna,Pantheon,Rumble,Elise,Gragas,Tahm Kench,Ezreal,Corki,Sejuani,Renekton,Ziggs,Varus,Sylas,Jarvan IV,Aatrox
LCS,Spring,10.06,Immortals,0,Dignitas,Kalista,Rumble,Sett,Viktor,Sejuani,Senna,Renekton,Varus,Rakan,Morgana,Tahm Kench,Ezreal,Syndra,Pantheon,Ornn,Nautilus,Aphelios,Orianna,Olaf,Mordekaiser
LCS,Spring,10.06,Golden Guardians,1,FlyQuest,Rakan,Pantheon,Syndra,Elise,Jarvan IV,Varus,Senna,Sett,Aatrox,Kalista,Nautilus,Aphelios,Zoe,Rek'Sai,Ornn,Alistar,Miss Fortune,Viktor,Trundle,Renekton
LCS,Spring,10.06,Dignitas,1,Team SoloMid,Syndra,Varus,Xayah,Trundle,LeBlanc,Senna,Rumble,Kalista,Renekton,Olaf,Tahm Kench,Aphelios,Viktor,Lee Sin,Ornn,Yuumi,Ezreal,Azir,Sejuani,Sett
LCS,Spring,10.06,Evil Geniuses,1,Immortals,Syndra,Tahm Kench,Ornn,Thresh,Cassiopeia,Senna,Kalista,Xayah,LeBlanc,Renekton,Braum,Aphelios,Ryze,Pantheon,Sett,Rakan,Varus,Viktor,Jarvan IV,Aatrox
LCS,Spring,10.06,Team Liquid,0,Cloud9,Syndra,Pantheon,Gragas,Jarvan IV,Cassiopeia,Xayah,Senna,Sett,Zoe,LeBlanc,Braum,Ashe,Ornn,Elise,Aatrox,Tahm Kench,Varus,Rumble,Olaf,Renekton
LCS,Spring,10.06,100 Thieves,1,Counter Logic Gaming,Trundle,Ornn,Senna,Rumble,Taliyah,Sett,Xayah,Olaf,Jarvan IV,Rek'Sai,Tahm Kench,Aphelios,Syndra,Sejuani,Aatrox,Braum,Varus,Ekko,Pantheon,Camille
LCS,Spring,10.06,Dignitas,1,Immortals,Syndra,Ornn,Tahm Kench,Sylas,LeBlanc,Senna,Kalista,Rumble,Renekton,Viktor,Nautilus,Aphelios,Orianna,Pantheon,Aatrox,Leona,Miss Fortune,Zoe,Sejuani,Sett
LCS,Spring,10.06,100 Thieves,1,FlyQuest,Trundle,Senna,Rakan,Jarvan IV,Thresh,Tahm Kench,Nautilus,Aphelios,Ezreal,Varus,Braum,Lucian,Syndra,Sejuani,Sett,Yuumi,Miss Fortune,Orianna,Pantheon,Aatrox
LCS,Spring,10.06,Golden Guardians,1,Dignitas,Rumble,Kalista,Ornn,LeBlanc,Taliyah,Senna,Aphelios,Syndra,Olaf,Trundle,Braum,Varus,Zoe,Jarvan IV,Sett,Tahm Kench,Ashe,Viktor,Pantheon,Renekton
LCS,Spring,10.06,Evil Geniuses,1,100 Thieves,Syndra,Nautilus,Tahm Kench,Rakan,Taric,Senna,Ryze,LeBlanc,Trundle,Zilean,Braum,Aphelios,Malzahar,Lee Sin,Aatrox,Thresh,Varus,Zoe,Sejuani,Sett
LCS.A,Spring,10.06,TSM Academy,1,100 Thieves Academy,Tahm Kench,Pantheon,Ornn,Sylas,Orianna,Sett,Aphelios,Yuumi,Gangplank,Rumble,Taric,Kalista,Syndra,Jarvan IV,Poppy,Rakan,Xayah,Azir,Elise,Renekton
LCS.A,Spring,10.06,100 Thieves Academy,0,TSM Academy,Yuumi,Kalista,Tahm Kench,Varus,Ezreal,Ornn,Aphelios,Pantheon,Sejuani,Gangplank,Sett,Senna,Azir,Trundle,Graves,Rakan,Xayah,Syndra,Jarvan IV,Renekton
LCS.A,Spring,10.06,100 Thieves Academy,0,TSM Academy,Yuumi,Kalista,Tahm Kench,Rakan,Thresh,Ornn,Aphelios,Senna,Ezreal,Lucian,Braum,Kai'Sa,Sylas,Elise,Renekton,Nautilus,Miss Fortune,Syndra,Jarvan IV,Gangplank
LCS.A,Spring,10.06,Evil Geniuses Academy,1,Team Liquid Academy,Irelia,Yuumi,Sett,Zoe,Gragas,Ornn,Aphelios,Tahm Kench,Jarvan IV,Sejuani,Taric,Kalista,Akali,Olaf,Rumble,Nautilus,Kai'Sa,Kassadin,Taliyah,Aatrox
LCS.A,Spring,10.06,Team Liquid Academy,0,Evil Geniuses Academy,Olaf,Sejuani,Kalista,Rumble,Elise,Aphelios,Sett,Senna,Gragas,Cassiopeia,Braum,Varus,Ornn,Karthus,Gangplank,Tahm Kench,Ashe,Irelia,Trundle,Cho'Gath
LCS.A,Spring,10.06,Team Liquid Academy,0,Evil Geniuses Academy,Irelia,Kalista,Tahm Kench,Renekton,Sejuani,Aphelios,Sett,Ornn,Gangplank,Trundle,Nautilus,Miss Fortune,Rumble,Jarvan IV,Akali,Leona,Kai'Sa,Sylas,Olaf,Aatrox
LCS,Spring,10.06,Evil Geniuses,1,FlyQuest,Syndra,Rakan,Olaf,Thresh,Cassiopeia,Senna,Aphelios,LeBlanc,Zoe,Renekton,Taric,Kalista,Ryze,Gragas,Sett,Braum,Varus,Azir,Pantheon,Aatrox
LCS,Spring,10.06,FlyQuest,0,Evil Geniuses,LeBlanc,Tahm Kench,Kalista,Zoe,Pantheon,Syndra,Senna,Aatrox,Olaf,Trundle,Rakan,Xayah,Azir,Jarvan IV,Sett,Nautilus,Aphelios,Ezreal,Gragas,Ornn
LCS,Spring,10.06,FlyQuest,1,Evil Geniuses,LeBlanc,Tahm Kench,Gragas,Zoe,Lee Sin,Syndra,Senna,Renekton,Trundle,Pantheon,Rakan,Xayah,Azir,Jarvan IV,Sett,Nautilus,Aphelios,Ezreal,Sejuani,Ornn
LCS,Spring,10.06,Evil Geniuses,1,FlyQuest,Syndra,Rakan,Azir,Thresh,Cassiopeia,Senna,LeBlanc,Gragas,Taric,Zoe,Sett,Kalista,Taliyah,Pantheon,Ornn,Nautilus,Aphelios,Corki,Sejuani,Aatrox
LCS,Spring,10.06,Cloud9,1,100 Thieves,Xayah,Varus,Sett,Aatrox,Trundle,Senna,Gragas,Pantheon,Kindred,Olaf,Nautilus,Aphelios,Zoe,Nocturne,Ornn,Taric,Kalista,Syndra,Sejuani,Gangplank
LCS,Spring,10.06,100 Thieves,0,Cloud9,Senna,Gragas,Pantheon,Zilean,Nautilus,Sett,Kalista,LeBlanc,Varus,Xayah,Braum,Kog'Maw,Syndra,Trundle,Aatrox,Bard,Aphelios,Zoe,Kindred,Ornn
LCS,Spring,10.06,100 Thieves,0,Cloud9,Senna,Gragas,Aphelios,Olaf,Trundle,Sett,Kalista,Ornn,Renekton,Rek'Sai,Tahm Kench,Varus,LeBlanc,Jarvan IV,Aatrox,Yuumi,Ezreal,Zoe,Pantheon,Hecarim
LCS,Spring,10.06,FlyQuest,1,Golden Guardians,Tahm Kench,Olaf,Aphelios,Zoe,Pantheon,Senna,Syndra,Sett,Trundle,Azir,Rakan,Xayah,LeBlanc,Rek'Sai,Aatrox,Taric,Kalista,Corki,Jarvan IV,Ornn
LCS,Spring,10.06,Golden Guardians,0,FlyQuest,Syndra,Rakan,LeBlanc,Gragas,Elise,Aphelios,Sett,Senna,Ornn,Olaf,Tahm Kench,Varus,Zoe,Lee Sin,Maokai,Blitzcrank,Kalista,Kassadin,Pantheon,Aatrox
LCS,Spring,10.06,FlyQuest,1,Golden Guardians,Tahm Kench,Aphelios,Kalista,Nautilus,Thresh,Sett,Rakan,Senna,Ashe,Yuumi,Pyke,Syndra,LeBlanc,Pantheon,Gangplank,Braum,Varus,Sylas,Olaf,Aatrox
LCS,Spring,10.06,100 Thieves,0,Team SoloMid,Senna,Syndra,Xayah,Zilean,Azir,Aphelios,Sett,Trundle,Olaf,Zoe,Nautilus,Miss Fortune,Orianna,Jarvan IV,Ornn,Tahm Kench,Varus,Corki,Gragas,Aatrox
LCS,Spring,10.06,100 Thieves,1,Team SoloMid,Senna,Syndra,Xayah,Zilean,Azir,Aphelios,Sett,Trundle,Olaf,Zoe,Nautilus,Miss Fortune,Orianna,Jarvan IV,Ornn,Tahm Kench,Varus,Corki,Gragas,Aatrox
LCS,Spring,10.06,Team SoloMid,0,100 Thieves,Aphelios,Ornn,Varus,Trundle,LeBlanc,Senna,Syndra,Xayah,Zilean,Zoe,Taric,Kalista,Azir,Olaf,Pantheon,Nautilus,Miss Fortune,Viktor,Gragas,Sett
LCS,Spring,10.06,100 Thieves,0,Team SoloMid,Senna,Syndra,Xayah,Renekton,Irelia,Aphelios,Ornn,Sett,Viktor,Gragas,Nautilus,Miss Fortune,Orianna,Sejuani,Aatrox,Tahm Kench,Varus,Zoe,Rek'Sai,Kalista
LCS,Spring,10.06,100 Thieves,0,Team SoloMid,Senna,Syndra,Tahm Kench,Renekton,Aatrox,Aphelios,Ornn,Kalista,Gragas,Trundle,Nautilus,Miss Fortune,Viktor,Sejuani,Sett,Rakan,Xayah,Zoe,Jarvan IV,Gangplank
LCS.A,Spring,10.06,Dignitas Academy,0,Evil Geniuses Academy,Yuumi,Kalista,Aphelios,Thresh,Irelia,Tahm Kench,Senna,Syndra,Olaf,Trundle,Braum,Varus,Yasuo,Gragas,Sett,Nautilus,Miss Fortune,Zoe,Jarvan IV,Ornn
LCS.A,Spring,10.06,Dignitas Academy,0,Evil Geniuses Academy,Yuumi,Kalista,Jarvan IV,Elise,Sejuani,Tahm Kench,Senna,Aphelios,Zoe,Syndra,Braum,Varus,Sylas,Trundle,Sett,Nautilus,Miss Fortune,Irelia,Nidalee,Ornn
LCS.A,Spring,10.06,Dignitas Academy,1,Evil Geniuses Academy,Yuumi,Kalista,Miss Fortune,Kai'Sa,Olaf,Tahm Kench,Senna,Aphelios,Trundle,Gragas,Braum,Ezreal,Syndra,Pantheon,Sett,Nautilus,Vayne,Zoe,Lee Sin,Ornn
LCS.A,Spring,10.06,Dignitas Academy,0,Evil Geniuses Academy,Yuumi,Kalista,Miss Fortune,Zoe,Syndra,Tahm Kench,Senna,Aphelios,Trundle,Olaf,Braum,Ezreal,Sylas,Kindred,Sett,Nautilus,Kai'Sa,Irelia,Sejuani,Ornn
LCS.A,Spring,10.06,Cloud9 Academy,0,TSM Academy,Syndra,Senna,Jarvan IV,Olaf,Gragas,Kalista,Tahm Kench,Aphelios,Elise,Rek'Sai,Thresh,Varus,LeBlanc,Trundle,Sett,Nautilus,Miss Fortune,Zoe,Graves,Ornn
LCS.A,Spring,10.06,Cloud9 Academy,1,TSM Academy,Syndra,Senna,Sett,Gragas,Gangplank,Kalista,Tahm Kench,Aphelios,Thresh,Braum,Rakan,Xayah,LeBlanc,Rek'Sai,Ornn,Nautilus,Miss Fortune,Zoe,Jarvan IV,Maokai
LCS.A,Spring,10.06,TSM Academy,0,Cloud9 Academy,Tahm Kench,Syndra,Sett,Aatrox,Zoe,Aphelios,Kalista,Senna,Gragas,LeBlanc,Braum,Ezreal,Azir,Trundle,Ornn,Yuumi,Miss Fortune,Kassadin,Jarvan IV,Sylas
LCS.A,Spring,10.06,Cloud9 Academy,1,TSM Academy,Sett,Senna,Yuumi,Thresh,Nautilus,Kalista,Tahm Kench,Syndra,Sylas,Gangplank,Braum,Aphelios,Kassadin,Jarvan IV,Aatrox,Taric,Miss Fortune,Zoe,Kindred,Ornn
LCS,Spring,10.06,Cloud9,1,Evil Geniuses,LeBlanc,Kalista,Sett,Qiyana,Ekko,Senna,Aphelios,Olaf,Pantheon,Zoe,Tahm Kench,Varus,Syndra,Nocturne,Aatrox,Nautilus,Miss Fortune,Yasuo,Gragas,Ornn
LCS,Spring,10.06,Evil Geniuses,0,Cloud9,Gragas,Syndra,Varus,Olaf,Cassiopeia,Sett,Senna,Aphelios,Taric,LeBlanc,Trundle,Kalista,Ryze,Pantheon,Aatrox,Tahm Kench,Ezreal,Zoe,Nocturne,Ornn
LCS,Spring,10.06,Evil Geniuses,1,Cloud9,Ornn,Syndra,Nocturne,Olaf,Cassiopeia,Sett,Senna,LeBlanc,Renekton,Camille,Braum,Aphelios,Zoe,Gragas,Poppy,Tahm Kench,Varus,Taliyah,Pantheon,Aatrox
LCS,Spring,10.06,Cloud9,1,Evil Geniuses,LeBlanc,Kalista,Sett,Ryze,Zoe,Senna,Aphelios,Ornn,Nocturne,Syndra,Blitzcrank,Varus,Rumble,Olaf,Aatrox,Tahm Kench,Ashe,Ekko,Gragas,Poppy
LCS,Spring,10.06,FlyQuest,0,Team SoloMid,Senna,Tahm Kench,Kalista,Zoe,Zilean,Ornn,Sett,Syndra,LeBlanc,Azir,Rakan,Xayah,Orianna,Trundle,Gangplank,Nautilus,Aphelios,Viktor,Jarvan IV,Aatrox
LCS,Spring,10.06,FlyQuest,1,Team SoloMid,Senna,Tahm Kench,Kalista,Zoe,Zilean,Ornn,Syndra,Sett,Azir,LeBlanc,Rakan,Xayah,Orianna,Trundle,Gangplank,Nautilus,Aphelios,Viktor,Jarvan IV,Aatrox
LCS,Spring,10.06,FlyQuest,1,Team SoloMid,Senna,Tahm Kench,Kalista,Kindred,Olaf,Ornn,Syndra,Sett,LeBlanc,Kassadin,Rakan,Xayah,Azir,Trundle,Aatrox,Nautilus,Aphelios,Zilean,Jarvan IV,Irelia
LCS,Spring,10.06,Team SoloMid,1,FlyQuest,Ornn,Syndra,Kassadin,Taric,Cassiopeia,Senna,Sett,Zoe,Zilean,Azir,Rakan,Xayah,Sylas,Elise,Renekton,Blitzcrank,Kalista,LeBlanc,Pantheon,Aatrox
LCS,Spring,10.06,FlyQuest,1,Team SoloMid,Senna,Tahm Kench,Kalista,Zoe,LeBlanc,Ornn,Syndra,Rakan,Trundle,Jarvan IV,Thresh,Varus,Azir,Olaf,Sett,Nautilus,Aphelios,Ekko,Sejuani,Aatrox
LCS.A,Spring,10.06,Cloud9 Academy,1,Evil Geniuses Academy,Irelia,Kalista,Senna,Olaf,Elise,Aphelios,Tahm Kench,Rek'Sai,LeBlanc,Zoe,Thresh,Varus,Syndra,Gragas,Sett,Nautilus,Miss Fortune,Akali,Jarvan IV,Ornn
LCS.A,Spring,10.06,Evil Geniuses Academy,0,Cloud9 Academy,Yuumi,Rek'Sai,LeBlanc,Braum,Blitzcrank,Aphelios,Senna,Kalista,Olaf,Jarvan IV,Tahm Kench,Ashe,Irelia,Elise,Ornn,Thresh,Varus,Qiyana,Gragas,Sett
LCS.A,Spring,10.06,Cloud9 Academy,1,Evil Geniuses Academy,Irelia,Kalista,Senna,Olaf,Lee Sin,Aphelios,Tahm Kench,Rek'Sai,Zoe,Gragas,Nautilus,Varus,LeBlanc,Elise,Sett,Leona,Miss Fortune,Lissandra,Jarvan IV,Aatrox
LCS,Spring,10.06,Evil Geniuses,0,FlyQuest,Syndra,Rakan,Azir,Thresh,Kassadin,Senna,Sett,LeBlanc,Kindred,Zoe,Taric,Kalista,Zilean,Graves,Ornn,Blitzcrank,Aphelios,Viktor,Trundle,Aatrox
LCS,Spring,10.06,Evil Geniuses,0,FlyQuest,Syndra,Azir,Trundle,Pantheon,Kassadin,Senna,Sett,Aphelios,Gragas,LeBlanc,Taric,Kalista,Zoe,Kindred,Aatrox,Rakan,Xayah,Orianna,Rek'Sai,Ornn
LCS,Spring,10.06,Evil Geniuses,1,FlyQuest,Syndra,Rakan,Blitzcrank,Olaf,Kassadin,Senna,Sett,LeBlanc,Aatrox,Poppy,Tahm Kench,Aphelios,Azir,Gragas,Renekton,Pyke,Kalista,Corki,Nocturne,Ornn
LCS,Spring,10.06,FlyQuest,1,Evil Geniuses,LeBlanc,Senna,Tahm Kench,Yasuo,Zoe,Syndra,Rakan,Sett,Blitzcrank,Kassadin,Braum,Aphelios,Corki,Trundle,Aatrox,Yuumi,Miss Fortune,Azir,Gragas,Ornn
LCS,Spring,10.06,Cloud9,1,FlyQuest,Rakan,Trundle,Syndra,LeBlanc,Kassadin,Senna,Tahm Kench,Zoe,Olaf,Nocturne,Nautilus,Miss Fortune,Veigar,Kindred,Sett,Blitzcrank,Aphelios,Azir,Pantheon,Ornn
LCS,Spring,10.06,Cloud9,1,FlyQuest,Rakan,Trundle,Azir,Olaf,Blitzcrank,Senna,Tahm Kench,Nautilus,Varus,Miss Fortune,Thresh,Kalista,Yasuo,Gragas,Sett,Alistar,Aphelios,Syndra,Rek'Sai,Ornn
LCS,Spring,10.06,FlyQuest,0,Cloud9,Senna,Tahm Kench,Zoe,Gragas,LeBlanc,Sett,Trundle,Azir,Olaf,Rek'Sai,Rakan,Xayah,Syndra,Pantheon,Ornn,Thresh,Aphelios,Rumble,Jarvan IV,Aatrox
LCS.A,Summer,10.11,Cloud9 Academy,0,100 Thieves Academy,Ezreal,Syndra,Olaf,Jayce,Azir,Varus,Kalista,Ornn,Aatrox,Karma,Thresh,Cassiopeia,Lulu,Graves,Sett,Nautilus,Aphelios,Zoe,Nidalee,Renekton
LCS.A,Summer,10.11,FlyQuest Academy,1,Immortals Academy,Thresh,Olaf,Trundle,Corki,LeBlanc,Varus,Graves,Kalista,Rek'Sai,Nidalee,Nautilus,Kai'Sa,Syndra,Nocturne,Sett,Yuumi,Ezreal,Jayce,Lee Sin,Aatrox
LCS.A,Summer,10.11,TSM Academy,1,Team Liquid Academy,Olaf,Ezreal,Sett,Miss Fortune,Karma,Varus,Kalista,Graves,Azir,Ornn,Braum,Aphelios,Zoe,Trundle,Gangplank,Nautilus,Syndra,Lulu,Kindred,Aatrox
LCS.A,Summer,10.11,Evil Geniuses Academy,0,CLG Academy,Sett,Karma,Syndra,LeBlanc,Zoe,Kalista,Nidalee,Graves,Irelia,Trundle,Thresh,Varus,Azir,Lee Sin,Rumble,Leona,Draven,Galio,Jarvan IV,Ornn
LCS.A,Summer,10.11,Golden Guardians Academy,1,Dignitas Academy,Kindred,Sett,Aphelios,Nidalee,Azir,Varus,Graves,Syndra,Wukong,LeBlanc,Nautilus,Kalista,Galio,Trundle,Jayce,Leona,Ezreal,Karma,Lee Sin,Aatrox
LCS.A,Summer,10.11,FlyQuest Academy,1,Cloud9 Academy,Sett,Kalista,Aphelios,Olaf,Kassadin,Varus,Syndra,Graves,Nocturne,Azir,Nautilus,Kai'Sa,Corki,Lee Sin,Ornn,Yuumi,Ezreal,Karma,Rek'Sai,Gangplank
LCS.A,Summer,10.11,100 Thieves Academy,1,Evil Geniuses Academy,Rumble,Yuumi,Sett,Kindred,Nidalee,Varus,Syndra,Graves,Aatrox,LeBlanc,Taric,Kalista,Azir,Trundle,Urgot,Morgana,Aphelios,Zoe,Lee Sin,Ornn
LCS.A,Summer,10.11,Team Liquid Academy,0,Golden Guardians Academy,Sett,Senna,Aphelios,Nautilus,Leona,Varus,Graves,Kalista,Zoe,LeBlanc,Yuumi,Ezreal,Ekko,Olaf,Aatrox,Thresh,Miss Fortune,Syndra,Trundle,Gangplank
LCS.A,Summer,10.11,Dignitas Academy,0,TSM Academy,Syndra,Karma,Olaf,Sett,Zoe,Graves,Kalista,Ezreal,Nidalee,Kindred,Tahm Kench,Varus,Azir,Lee Sin,Ornn,Thresh,Aphelios,Corki,Trundle,Aatrox
LCS.A,Summer,10.11,CLG Academy,0,Immortals Academy,Syndra,Kalista,Thresh,Azir,Cassiopeia,Varus,Graves,Sett,Nautilus,Kai'Sa,Rakan,Xayah,Galio,Jarvan IV,Ornn,Yuumi,Ezreal,Corki,Trundle,Aatrox
LCS,Summer,10.11,100 Thieves,0,Evil Geniuses,Sett,Kalista,Graves,LeBlanc,Twisted Fate,Varus,Syndra,Trundle,Bard,Karma,Nautilus,Ezreal,Zoe,Olaf,Ornn,Yuumi,Aphelios,Corki,Kindred,Aatrox
LCS,Summer,10.11,Cloud9,1,FlyQuest,Trundle,Graves,Kalista,Azir,Nidalee,Varus,Syndra,Yuumi,Ornn,Zoe,Nautilus,Aphelios,LeBlanc,Olaf,Jayce,Karma,Ezreal,Corki,Lee Sin,Sett
LCS,Summer,10.11,Evil Geniuses,1,Counter Logic Gaming,Sett,Ornn,Syndra,Zoe,Galio,Varus,Kalista,Graves,Malphite,LeBlanc,Lulu,Aphelios,Twisted Fate,Trundle,Poppy,Yuumi,Ezreal,Cassiopeia,Nidalee,Jayce
LCS,Summer,10.11,Team SoloMid,0,Team Liquid,Sett,Yuumi,Ornn,LeBlanc,Ekko,Varus,Graves,Zilean,Jarvan IV,Lee Sin,Taric,Kalista,Syndra,Kayn,Aatrox,Bard,Aphelios,Azir,Trundle,Mordekaiser
LCS,Summer,10.11,Immortals,0,FlyQuest,Ornn,Aphelios,Yuumi,Corki,Viktor,Varus,Syndra,Kalista,Aatrox,Wukong,Nautilus,Kai'Sa,Galio,Graves,Karma,Rakan,Ezreal,Cassiopeia,Kindred,Sett
LCS,Summer,10.11,Golden Guardians,1,Dignitas,Ornn,Kalista,Yuumi,Karma,Zoe,Varus,Syndra,Aphelios,LeBlanc,Galio,Thresh,Kai'Sa,Ekko,Graves,Renekton,Leona,Ezreal,Orianna,Trundle,Sett
LCS,Summer,10.11,Cloud9,1,100 Thieves,Trundle,Graves,Syndra,Lulu,Cassiopeia,Varus,Kalista,LeBlanc,Aatrox,Zoe,Yuumi,Ezreal,Galio,Olaf,Gangplank,Nautilus,Aphelios,Azir,Kindred,Ornn
LCS,Summer,10.11,Dignitas,0,Team SoloMid,Syndra,Varus,Ornn,Zilean,LeBlanc,Aphelios,Kalista,Graves,Lee Sin,Kindred,Lulu,Ezreal,Orianna,Nidalee,Sett,Yuumi,Miss Fortune,Corki,Trundle,Aatrox
LCS,Summer,10.11,Team Liquid,1,Golden Guardians,Sett,Graves,Ezreal,LeBlanc,Corki,Varus,Syndra,Yuumi,Azir,Zoe,Braum,Aphelios,Orianna,Trundle,Mordekaiser,Thresh,Kalista,Jayce,Nidalee,Ornn
LCS,Summer,10.11,Immortals,0,Counter Logic Gaming,Syndra,Yuumi,Kalista,Corki,Zoe,Varus,Cassiopeia,Graves,LeBlanc,Azir,Braum,Aphelios,Orianna,Lee Sin,Ornn,Nautilus,Miss Fortune,Diana,Trundle,Aatrox
LCS.A,Summer,10.12,Cloud9 Academy,0,Evil Geniuses Academy,Ezreal,Syndra,Graves,Olaf,LeBlanc,Varus,Kalista,Volibear,Ornn,Jarvan IV,Nautilus,Aphelios,Zoe,Rek'Sai,Aatrox,Karma,Senna,Orianna,Trundle,Sett
LCS.A,Summer,10.12,CLG Academy,1,Golden Guardians Academy,Syndra,Trundle,Kalista,Sett,Twisted Fate,Varus,Graves,Olaf,Lulu,Yuumi,Bard,Aphelios,LeBlanc,Lee Sin,Ornn,Braum,Ashe,Karma,Kindred,Mordekaiser
LCS.A,Summer,10.12,Team Liquid Academy,1,100 Thieves Academy,Yuumi,Karma,Aphelios,Braum,Twisted Fate,Varus,Syndra,Kalista,Nautilus,Zoe,Sett,Kai'Sa,Jayce,Nidalee,Volibear,Thresh,Ezreal,Orianna,Graves,Aatrox
